time,latitude,longitude,sv_used,hdop,pdop,vdop
2025-11-07T13:11:32.612790+00:00,58.424706666666665,15.5695735,22|19|17|15|24|13,2.35,7.48,7.10
2025-11-07T13:11:33.612807+00:00,58.42472216666667,15.569548833333334,22|01|19|17|15|24|13,1.30,2.58,2.22
2025-11-07T13:11:34.613064+00:00,58.42472516666667,15.569523833333333,22|19|17|15|24|13,2.36,7.49,7.11
2025-11-07T13:11:35.614869+00:00,58.424724166666664,15.5695095,22|19|17|15|24|13,2.36,7.50,7.12
2025-11-07T13:11:36.609909+00:00,58.42471966666667,15.569486333333334,22|19|17|15|24|13,2.36,7.51,7.13
2025-11-07T13:11:37.614462+00:00,58.424703666666666,15.569434833333334,22|19|17|15|24|13,2.36,7.52,7.14
2025-11-07T13:11:38.611109+00:00,58.42468916666667,15.569392,22|19|17|15|24|13,2.36,7.53,7.14
2025-11-07T13:11:39.614197+00:00,58.42467833333333,15.569338833333333,22|19|17|15|24|13,2.37,7.53,7.15
2025-11-07T13:11:40.610180+00:00,58.42466316666667,15.569295,22|19|17|15|24|13,2.37,7.54,7.16
2025-11-07T13:11:41.616309+00:00,58.42465266666667,15.5692535,22|19|17|15|24|13,2.37,7.55,7.17
2025-11-07T13:11:42.613237+00:00,58.424645,15.569216833333334,22|19|17|15|24|13,2.37,7.56,7.18
2025-11-07T13:11:43.615484+00:00,58.42465,15.569182333333334,22|01|19|17|15|24|13,1.30,2.58,2.22
2025-11-07T13:11:44.608372+00:00,58.424658666666666,15.569140833333334,22|19|17|15|24|13,2.38,7.58,7.19
2025-11-07T13:11:45.615394+00:00,58.424673166666665,15.569103666666667,22|19|17|15|24|13,2.38,7.58,7.20
2025-11-07T13:11:46.611000+00:00,58.42468616666667,15.569039333333333,22|19|17|15|24|13,2.38,7.59,7.21
2025-11-07T13:11:47.609447+00:00,58.424686,15.568974333333333,22|19|17|15|24,2.68,7.84,7.37
2025-11-07T13:11:48.611670+00:00,58.42468983333333,15.5688965,22|19|17|15|24,2.68,7.85,7.38
2025-11-07T13:11:49.614564+00:00,58.42467883333333,15.568807833333333,22|19|17|15|24,2.68,7.86,7.39
2025-11-07T13:11:50.612728+00:00,58.424664666666665,15.5687275,22|19|17|15|24,2.68,7.87,7.40
2025-11-07T13:11:51.614856+00:00,58.424653166666666,15.568627333333334,22|19|17|15|24|13,2.39,7.64,7.25
