time,duration
2025-10-29T20:11:09.873539+00:00,4.2438507080078125e-05
2025-10-29T20:11:10.074261+00:00,0.2006685733795166
2025-10-29T20:11:10.074317+00:00,1.5974044799804688e-05
2025-10-29T20:11:10.074353+00:00,1.0013580322265625e-05
2025-10-29T20:11:53.201455+00:00,1.2785816192626953
2025-10-29T20:12:25.953982+00:00,0.21882224082946777
2025-10-29T20:13:05.776038+00:00,0.18770098686218262
2025-10-29T20:13:05.776586+00:00,0.0005095005035400391
2025-10-29T20:13:05.776625+00:00,1.7404556274414062e-05
2025-10-29T20:13:31.540509+00:00,0.17541146278381348
2025-10-29T20:20:35.772479+00:00,0.23079490661621094
2025-10-29T20:26:47.880717+00:00,0.16883325576782227
2025-10-29T20:26:47.880783+00:00,1.1205673217773438e-05
2025-10-29T20:26:54.472412+00:00,0.1920473575592041
2025-10-29T20:26:54.472464+00:00,1.4066696166992188e-05
2025-10-29T20:27:26.935244+00:00,0.18020129203796387
2025-10-29T20:27:26.935308+00:00,1.0728836059570312e-05
2025-10-29T20:28:17.334456+00:00,0.20895028114318848
2025-10-29T20:28:53.589689+00:00,0.24974846839904785
2025-10-29T20:29:18.856780+00:00,1.845672845840454
2025-10-29T20:31:56.805906+00:00,1.6060874462127686
2025-10-29T20:31:56.805963+00:00,1.7404556274414062e-05
2025-10-29T20:44:38.021762+00:00,1.681267499923706
2025-10-29T20:45:17.519321+00:00,0.19908809661865234
2025-10-29T20:45:27.376306+00:00,0.20110368728637695
