time,target_ids,target_ranges,target_speeds,bin_target_speeds
2025-11-07T13:20:15.085690+00:00,"[132, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0]","[5.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010110', '', '', '', '', '']"
2025-11-07T13:20:15.183196+00:00,"[132, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0]","[5.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010110', '', '', '', '', '']"
2025-11-07T13:20:15.329422+00:00,"[132, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0]","[5.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010110', '', '', '', '', '']"
2025-11-07T13:20:15.426918+00:00,"[132, 0, 0, 0, 0, 0]","[45, 0, 0, 0, 0, 0]","[5.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010110', '', '', '', '', '']"
2025-11-07T13:20:15.573165+00:00,"[132, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-11-07T13:20:15.671192+00:00,"[132, 0, 0, 0, 0, 0]","[43, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-11-07T13:20:15.816911+00:00,"[132, 0, 0, 0, 0, 0]","[43, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-11-07T13:20:15.963168+00:00,"[132, 0, 0, 0, 0, 0]","[42, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-11-07T13:20:16.060662+00:00,"[132, 0, 0, 0, 0, 0]","[41, 0, 0, 0, 0, 0]","[5.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00010111', '', '', '', '', '']"
2025-11-07T13:20:16.206911+00:00,"[132, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-11-07T13:20:16.304420+00:00,"[132, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-11-07T13:20:16.450659+00:00,"[132, 0, 0, 0, 0, 0]","[39, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-11-07T13:20:16.548073+00:00,"[132, 0, 0, 0, 0, 0]","[38, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-11-07T13:20:16.743181+00:00,"[132, 0, 0, 0, 0, 0]","[37, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:16.840675+00:00,"[132, 0, 0, 0, 0, 0]","[37, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:16.938181+00:00,"[132, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:17.084451+00:00,"[132, 0, 0, 0, 0, 0]","[35, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:17.181946+00:00,"[132, 0, 0, 0, 0, 0]","[34, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:17.328216+00:00,"[132, 0, 0, 0, 0, 0]","[34, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:17.425701+00:00,"[132, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:17.571955+00:00,"[132, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:20:17.669980+00:00,"[132, 0, 0, 0, 0, 0]","[31, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:20:17.815708+00:00,"[132, 0, 0, 0, 0, 0]","[31, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:17.961960+00:00,"[132, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:18.059461+00:00,"[132, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:18.205725+00:00,"[132, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:18.303213+00:00,"[132, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:18.449463+00:00,"[132, 0, 0, 0, 0, 0]","[26, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:18.546926+00:00,"[132, 0, 0, 0, 0, 0]","[25, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:18.741984+00:00,"[132, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:18.839481+00:00,"[132, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:18.936961+00:00,"[132, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-11-07T13:20:19.083234+00:00,"[132, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-11-07T13:20:19.180720+00:00,"[132, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-11-07T13:20:19.326915+00:00,"[132, 0, 0, 0, 0, 0]","[19, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-11-07T13:20:19.424469+00:00,"[132, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-11-07T13:20:19.570724+00:00,"[132, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-11-07T13:20:19.668744+00:00,"[132, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-11-07T13:20:19.814479+00:00,"[132, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-11-07T13:20:19.960728+00:00,"[132, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-11-07T13:20:20.058232+00:00,"[132, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:20.204491+00:00,"[132, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:20.301849+00:00,"[132, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:20.448220+00:00,"[132, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:20.545724+00:00,"[132, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:20.740628+00:00,"[132, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:20.838224+00:00,"[132, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:20.935599+00:00,"[132, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:21.081993+00:00,"[132, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:21.179480+00:00,"[132, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:21.325749+00:00,"[132, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:21.423261+00:00,"[132, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:21.569487+00:00,"[132, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-11-07T13:20:21.667507+00:00,"[132, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-11-07T13:20:21.813235+00:00,"[132, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-11-07T13:20:21.959476+00:00,"[132, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-11-07T13:20:22.056970+00:00,"[132, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:20:22.203230+00:00,"[132, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:20:22.300711+00:00,"[132, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:20:22.446924+00:00,"[132, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:22.544478+00:00,"[132, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:22.739496+00:00,"[132, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:22.836912+00:00,"[132, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:22.934487+00:00,"[132, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:20:23.080734+00:00,"[132, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:29.186452+00:00,"[140, 0, 0, 0, 0, 0]","[132, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:29.332631+00:00,"[140, 0, 0, 0, 0, 0]","[131, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:29.430082+00:00,"[140, 0, 0, 0, 0, 0]","[130, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:29.576417+00:00,"[140, 0, 0, 0, 0, 0]","[129, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:29.673885+00:00,"[140, 0, 0, 0, 0, 0]","[128, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:29.820198+00:00,"[140, 0, 0, 0, 0, 0]","[128, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:29.917673+00:00,"[140, 0, 0, 0, 0, 0]","[127, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:30.112710+00:00,"[140, 0, 0, 0, 0, 0]","[127, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:30.210076+00:00,"[140, 0, 0, 0, 0, 0]","[126, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:30.307685+00:00,"[140, 0, 0, 0, 0, 0]","[125, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:30.453941+00:00,"[140, 0, 0, 0, 0, 0]","[124, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:30.551437+00:00,"[140, 0, 0, 0, 0, 0]","[124, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:30.746406+00:00,"[140, 0, 0, 0, 0, 0]","[123, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:30.843964+00:00,"[140, 0, 0, 0, 0, 0]","[122, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:30.941436+00:00,"[140, 0, 0, 0, 0, 0]","[122, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-11-07T13:21:31.087627+00:00,"[140, 0, 0, 0, 0, 0]","[121, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:31.185203+00:00,"[140, 0, 0, 0, 0, 0]","[121, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:31.331450+00:00,"[140, 0, 0, 0, 0, 0]","[120, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:31.428885+00:00,"[140, 0, 0, 0, 0, 0]","[119, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:31.575207+00:00,"[140, 0, 0, 0, 0, 0]","[118, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:31.673249+00:00,"[140, 0, 0, 0, 0, 0]","[117, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:31.818915+00:00,"[140, 0, 0, 0, 0, 0]","[116, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:31.965098+00:00,"[140, 0, 0, 0, 0, 0]","[116, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:32.062603+00:00,"[140, 0, 0, 0, 0, 0]","[115, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:32.208855+00:00,"[140, 0, 0, 0, 0, 0]","[114, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:32.306417+00:00,"[140, 0, 0, 0, 0, 0]","[113, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:32.452620+00:00,"[140, 0, 0, 0, 0, 0]","[112, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:32.550105+00:00,"[140, 0, 0, 0, 0, 0]","[112, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:32.745128+00:00,"[140, 0, 0, 0, 0, 0]","[111, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:32.842615+00:00,"[140, 0, 0, 0, 0, 0]","[110, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:32.940123+00:00,"[140, 0, 0, 0, 0, 0]","[110, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:33.086378+00:00,"[140, 0, 0, 0, 0, 0]","[109, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:33.183995+00:00,"[140, 0, 0, 0, 0, 0]","[108, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:33.330247+00:00,"[140, 0, 0, 0, 0, 0]","[108, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:33.427632+00:00,"[140, 0, 0, 0, 0, 0]","[107, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:33.573966+00:00,"[140, 0, 0, 0, 0, 0]","[106, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:33.671506+00:00,"[140, 0, 0, 0, 0, 0]","[106, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:33.817624+00:00,"[140, 0, 0, 0, 0, 0]","[105, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:33.963985+00:00,"[140, 0, 0, 0, 0, 0]","[105, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:34.061488+00:00,"[140, 0, 0, 0, 0, 0]","[104, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:34.207628+00:00,"[140, 0, 0, 0, 0, 0]","[103, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:34.305232+00:00,"[140, 0, 0, 0, 0, 0]","[102, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:34.451379+00:00,"[140, 0, 0, 0, 0, 0]","[101, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-11-07T13:21:34.548906+00:00,"[140, 0, 0, 0, 0, 0]","[100, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-11-07T13:21:34.744033+00:00,"[140, 0, 0, 0, 0, 0]","[99, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-11-07T13:21:34.841386+00:00,"[140, 0, 0, 0, 0, 0]","[98, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:34.938924+00:00,"[140, 0, 0, 0, 0, 0]","[98, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:35.085281+00:00,"[140, 0, 0, 0, 0, 0]","[97, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:35.182758+00:00,"[140, 0, 0, 0, 0, 0]","[96, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:35.328944+00:00,"[140, 0, 0, 0, 0, 0]","[96, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:35.426434+00:00,"[140, 0, 0, 0, 0, 0]","[95, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:35.572697+00:00,"[140, 0, 0, 0, 0, 0]","[94, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:35.670710+00:00,"[140, 0, 0, 0, 0, 0]","[94, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:35.816481+00:00,"[140, 0, 0, 0, 0, 0]","[93, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:35.962679+00:00,"[140, 0, 0, 0, 0, 0]","[92, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:36.060172+00:00,"[140, 0, 0, 0, 0, 0]","[92, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:36.206424+00:00,"[140, 0, 0, 0, 0, 0]","[91, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:36.303916+00:00,"[140, 0, 0, 0, 0, 0]","[91, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:36.450168+00:00,"[140, 0, 0, 0, 0, 0]","[90, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:36.547666+00:00,"[140, 0, 0, 0, 0, 0]","[89, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:36.742682+00:00,"[140, 0, 0, 0, 0, 0]","[88, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:36.840178+00:00,"[140, 0, 0, 0, 0, 0]","[87, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:36.937754+00:00,"[140, 0, 0, 0, 0, 0]","[87, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-11-07T13:21:37.083926+00:00,"[140, 0, 0, 0, 0, 0]","[86, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-11-07T13:21:37.181425+00:00,"[140, 0, 0, 0, 0, 0]","[85, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
