time,target_ids,target_ranges,target_speeds,bin_target_speeds
2025-11-02T12:01:15.262948+00:00,"[156, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0]","[10.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '', '', '', '', '']"
2025-11-02T12:01:15.360411+00:00,"[156, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0]","[10.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '', '', '', '', '']"
2025-11-02T12:01:15.506671+00:00,"[156, 0, 0, 0, 0, 0]","[45, 0, 0, 0, 0, 0]","[10.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '', '', '', '', '']"
2025-11-02T12:01:15.604171+00:00,"[156, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0]","[10.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '', '', '', '', '']"
2025-11-02T12:01:15.750407+00:00,"[156, 0, 0, 0, 0, 0]","[42, 0, 0, 0, 0, 0]","[10.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '', '', '', '', '']"
2025-11-02T12:01:15.847907+00:00,"[156, 0, 0, 0, 0, 0]","[41, 0, 0, 0, 0, 0]","[10.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '', '', '', '', '']"
2025-11-02T12:01:15.994180+00:00,"[156, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0]","[10.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '', '', '', '', '']"
2025-11-02T12:01:16.091664+00:00,"[156, 0, 0, 0, 0, 0]","[39, 0, 0, 0, 0, 0]","[10.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '', '', '', '', '']"
2025-11-02T12:01:16.237948+00:00,"[156, 0, 0, 0, 0, 0]","[37, 0, 0, 0, 0, 0]","[10.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101010', '', '', '', '', '']"
2025-11-02T12:01:16.384192+00:00,"[156, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0]","[10.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101010', '', '', '', '', '']"
2025-11-02T12:01:16.481682+00:00,"[156, 0, 0, 0, 0, 0]","[35, 0, 0, 0, 0, 0]","[10.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101010', '', '', '', '', '']"
2025-11-02T12:01:16.627930+00:00,"[156, 0, 0, 0, 0, 0]","[34, 0, 0, 0, 0, 0]","[10.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101010', '', '', '', '', '']"
2025-11-02T12:01:16.725987+00:00,"[156, 164, 0, 0, 0, 0]","[33, 80, 0, 0, 0, 0]","[10.25, 12.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '00110000', '', '', '', '']"
2025-11-02T12:01:16.871734+00:00,"[156, 164, 0, 0, 0, 0]","[31, 79, 0, 0, 0, 0]","[10.25, 12.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '00110000', '', '', '', '']"
2025-11-02T12:01:16.969243+00:00,"[156, 164, 0, 0, 0, 0]","[30, 77, 0, 0, 0, 0]","[10.0, 12.0, 0.0, 0.0, 0.0, 0.0]","['00101000', '00110000', '', '', '', '']"
2025-11-02T12:01:17.115523+00:00,"[156, 164, 168, 0, 0, 0]","[29, 75, 105, 0, 0, 0]","[10.0, 12.0, 11.0, 0.0, 0.0, 0.0]","['00101000', '00110000', '00101100', '', '', '']"
2025-11-02T12:01:17.213083+00:00,"[156, 164, 168, 0, 0, 0]","[28, 74, 104, 0, 0, 0]","[9.75, 12.0, 11.25, 0.0, 0.0, 0.0]","['00100111', '00110000', '00101101', '', '', '']"
2025-11-02T12:01:17.359190+00:00,"[156, 164, 168, 0, 0, 0]","[26, 73, 103, 0, 0, 0]","[9.75, 12.0, 11.25, 0.0, 0.0, 0.0]","['00100111', '00110000', '00101101', '', '', '']"
2025-11-02T12:01:17.505540+00:00,"[156, 164, 168, 0, 0, 0]","[25, 71, 101, 0, 0, 0]","[9.5, 12.0, 11.25, 0.0, 0.0, 0.0]","['00100110', '00110000', '00101101', '', '', '']"
2025-11-02T12:01:17.603022+00:00,"[156, 164, 168, 0, 0, 0]","[24, 70, 100, 0, 0, 0]","[9.5, 12.0, 11.5, 0.0, 0.0, 0.0]","['00100110', '00110000', '00101110', '', '', '']"
2025-11-02T12:01:17.798024+00:00,"[156, 164, 168, 0, 0, 0]","[22, 68, 98, 0, 0, 0]","[9.25, 11.75, 11.5, 0.0, 0.0, 0.0]","['00100101', '00101111', '00101110', '', '', '']"
2025-11-02T12:01:17.895989+00:00,"[156, 168, 164, 168, 0, 0]","[21, 47, 67, 96, 0, 0]","[9.0, 10.5, 11.75, 11.5, 0.0, 0.0]","['00100100', '00101010', '00101111', '00101110', '', '']"
2025-11-02T12:01:17.993390+00:00,"[156, 168, 164, 168, 0, 0]","[20, 46, 65, 95, 0, 0]","[8.75, 10.5, 11.75, 11.75, 0.0, 0.0]","['00100011', '00101010', '00101111', '00101111', '', '']"
2025-11-02T12:01:18.090996+00:00,"[156, 168, 164, 168, 0, 0]","[19, 44, 64, 93, 0, 0]","[8.75, 10.25, 11.5, 11.75, 0.0, 0.0]","['00100011', '00101001', '00101110', '00101111', '', '']"
2025-11-02T12:01:18.237289+00:00,"[156, 168, 164, 168, 0, 0]","[18, 43, 63, 92, 0, 0]","[8.5, 10.25, 11.5, 11.75, 0.0, 0.0]","['00100010', '00101001', '00101110', '00101111', '', '']"
2025-11-02T12:01:18.383500+00:00,"[156, 168, 164, 168, 0, 0]","[17, 43, 61, 90, 0, 0]","[8.25, 10.25, 11.25, 11.75, 0.0, 0.0]","['00100001', '00101001', '00101101', '00101111', '', '']"
2025-11-02T12:01:18.480994+00:00,"[156, 168, 164, 168, 0, 0]","[17, 41, 60, 89, 0, 0]","[7.75, 10.0, 11.25, 11.75, 0.0, 0.0]","['00011111', '00101000', '00101101', '00101111', '', '']"
2025-11-02T12:01:18.627165+00:00,"[156, 168, 164, 168, 0, 0]","[16, 40, 58, 87, 0, 0]","[7.5, 10.0, 11.0, 11.75, 0.0, 0.0]","['00011110', '00101000', '00101100', '00101111', '', '']"
2025-11-02T12:01:18.724835+00:00,"[156, 168, 164, 168, 0, 0]","[16, 40, 57, 86, 0, 0]","[7.25, 10.0, 11.0, 11.75, 0.0, 0.0]","['00011101', '00101000', '00101100', '00101111', '', '']"
2025-11-02T12:01:18.871009+00:00,"[156, 168, 164, 168, 0, 0]","[15, 38, 56, 85, 0, 0]","[6.75, 9.75, 10.75, 11.75, 0.0, 0.0]","['00011011', '00100111', '00101011', '00101111', '', '']"
2025-11-02T12:01:18.968430+00:00,"[156, 168, 164, 168, 0, 0]","[14, 37, 55, 83, 0, 0]","[6.75, 9.75, 10.5, 11.75, 0.0, 0.0]","['00011011', '00100111', '00101010', '00101111', '', '']"
2025-11-02T12:01:19.114771+00:00,"[156, 168, 164, 168, 0, 0]","[13, 35, 54, 82, 0, 0]","[6.75, 9.75, 10.5, 11.75, 0.0, 0.0]","['00011011', '00100111', '00101010', '00101111', '', '']"
2025-11-02T12:01:19.212291+00:00,"[156, 168, 164, 168, 0, 0]","[13, 34, 52, 81, 0, 0]","[6.75, 9.5, 10.25, 12.0, 0.0, 0.0]","['00011011', '00100110', '00101001', '00110000', '', '']"
2025-11-02T12:01:19.358513+00:00,"[156, 168, 164, 168, 0, 0]","[12, 32, 52, 79, 0, 0]","[6.75, 9.5, 10.0, 12.0, 0.0, 0.0]","['00011011', '00100110', '00101000', '00110000', '', '']"
2025-11-02T12:01:19.504686+00:00,"[156, 168, 164, 168, 0, 0]","[11, 31, 50, 78, 0, 0]","[6.75, 9.5, 10.0, 12.0, 0.0, 0.0]","['00011011', '00100110', '00101000', '00110000', '', '']"
2025-11-02T12:01:19.602275+00:00,"[156, 168, 164, 168, 0, 0]","[10, 29, 49, 77, 0, 0]","[6.75, 9.5, 10.0, 12.0, 0.0, 0.0]","['00011011', '00100110', '00101000', '00110000', '', '']"
2025-11-02T12:01:19.797323+00:00,"[156, 168, 164, 168, 0, 0]","[9, 28, 48, 75, 0, 0]","[6.75, 9.5, 10.0, 12.25, 0.0, 0.0]","['00011011', '00100110', '00101000', '00110001', '', '']"
2025-11-02T12:01:19.894681+00:00,"[156, 168, 164, 168, 0, 0]","[8, 27, 47, 73, 0, 0]","[6.75, 9.25, 10.0, 12.0, 0.0, 0.0]","['00011011', '00100101', '00101000', '00110000', '', '']"
2025-11-02T12:01:19.992293+00:00,"[156, 168, 164, 168, 0, 0]","[8, 26, 46, 72, 0, 0]","[6.75, 9.0, 9.75, 12.25, 0.0, 0.0]","['00011011', '00100100', '00100111', '00110001', '', '']"
2025-11-02T12:01:20.089735+00:00,"[156, 168, 164, 168, 0, 0]","[7, 25, 45, 70, 0, 0]","[6.75, 9.0, 9.75, 12.25, 0.0, 0.0]","['00011011', '00100100', '00100111', '00110001', '', '']"
2025-11-02T12:01:20.236080+00:00,"[156, 168, 164, 168, 0, 0]","[6, 23, 44, 69, 0, 0]","[6.75, 8.75, 9.75, 12.25, 0.0, 0.0]","['00011011', '00100011', '00100111', '00110001', '', '']"
2025-11-02T12:01:20.382321+00:00,"[156, 168, 164, 168, 0, 0]","[5, 22, 43, 67, 0, 0]","[6.75, 8.5, 9.75, 12.25, 0.0, 0.0]","['00011011', '00100010', '00100111', '00110001', '', '']"
2025-11-02T12:01:20.479802+00:00,"[156, 168, 164, 168, 0, 0]","[4, 21, 41, 66, 0, 0]","[6.75, 8.25, 9.75, 12.25, 0.0, 0.0]","['00011011', '00100001', '00100111', '00110001', '', '']"
2025-11-02T12:01:20.626063+00:00,"[156, 168, 164, 168, 0, 0]","[3, 20, 40, 64, 0, 0]","[6.75, 8.0, 9.75, 12.25, 0.0, 0.0]","['00011011', '00100000', '00100111', '00110001', '', '']"
2025-11-02T12:01:20.723568+00:00,"[156, 168, 164, 168, 0, 0]","[3, 19, 39, 63, 0, 0]","[6.75, 8.0, 9.75, 12.25, 0.0, 0.0]","['00011011', '00100000', '00100111', '00110001', '', '']"
2025-11-02T12:01:20.869731+00:00,"[156, 168, 164, 168, 0, 0]","[2, 18, 38, 62, 0, 0]","[6.75, 8.0, 9.75, 12.25, 0.0, 0.0]","['00011011', '00100000', '00100111', '00110001', '', '']"
2025-11-02T12:01:20.967219+00:00,"[156, 168, 164, 168, 0, 0]","[1, 17, 37, 60, 0, 0]","[6.75, 8.0, 9.75, 12.25, 0.0, 0.0]","['00011011', '00100000', '00100111', '00110001', '', '']"
2025-11-02T12:01:21.113020+00:00,"[168, 164, 168, 0, 0, 0]","[16, 36, 59, 0, 0, 0]","[8.0, 9.5, 12.25, 0.0, 0.0, 0.0]","['00100000', '00100110', '00110001', '', '', '']"
2025-11-02T12:01:21.259307+00:00,"[168, 164, 168, 0, 0, 0]","[15, 34, 57, 0, 0, 0]","[8.0, 9.25, 12.25, 0.0, 0.0, 0.0]","['00100000', '00100101', '00110001', '', '', '']"
2025-11-02T12:01:21.356766+00:00,"[168, 164, 168, 0, 0, 0]","[15, 33, 56, 0, 0, 0]","[8.0, 9.25, 12.25, 0.0, 0.0, 0.0]","['00100000', '00100101', '00110001', '', '', '']"
2025-11-02T12:01:21.503009+00:00,"[168, 164, 168, 0, 0, 0]","[14, 32, 55, 0, 0, 0]","[8.0, 9.0, 12.25, 0.0, 0.0, 0.0]","['00100000', '00100100', '00110001', '', '', '']"
2025-11-02T12:01:21.600509+00:00,"[168, 164, 168, 0, 0, 0]","[12, 31, 53, 0, 0, 0]","[8.0, 8.75, 12.25, 0.0, 0.0, 0.0]","['00100000', '00100011', '00110001', '', '', '']"
2025-11-02T12:01:21.795502+00:00,"[168, 164, 168, 0, 0, 0]","[12, 30, 52, 0, 0, 0]","[8.0, 8.75, 12.0, 0.0, 0.0, 0.0]","['00100000', '00100011', '00110000', '', '', '']"
2025-11-02T12:01:21.893028+00:00,"[168, 164, 168, 0, 0, 0]","[11, 29, 50, 0, 0, 0]","[8.0, 8.75, 12.0, 0.0, 0.0, 0.0]","['00100000', '00100011', '00110000', '', '', '']"
2025-11-02T12:01:21.990501+00:00,"[168, 164, 168, 0, 0, 0]","[10, 28, 49, 0, 0, 0]","[8.0, 8.75, 12.0, 0.0, 0.0, 0.0]","['00100000', '00100011', '00110000', '', '', '']"
2025-11-02T12:01:22.136758+00:00,"[168, 164, 168, 0, 0, 0]","[9, 27, 47, 0, 0, 0]","[8.0, 8.5, 12.0, 0.0, 0.0, 0.0]","['00100000', '00100010', '00110000', '', '', '']"
2025-11-02T12:01:22.234272+00:00,"[168, 164, 168, 0, 0, 0]","[8, 26, 46, 0, 0, 0]","[8.0, 8.25, 12.0, 0.0, 0.0, 0.0]","['00100000', '00100001', '00110000', '', '', '']"
2025-11-02T12:01:22.380602+00:00,"[168, 164, 168, 0, 0, 0]","[7, 26, 45, 0, 0, 0]","[8.0, 8.0, 12.0, 0.0, 0.0, 0.0]","['00100000', '00100000', '00110000', '', '', '']"
2025-11-02T12:01:22.478010+00:00,"[168, 164, 168, 0, 0, 0]","[6, 25, 43, 0, 0, 0]","[8.0, 7.75, 11.75, 0.0, 0.0, 0.0]","['00100000', '00011111', '00101111', '', '', '']"
2025-11-02T12:01:22.624220+00:00,"[164, 168, 0, 0, 0, 0]","[24, 42, 0, 0, 0, 0]","[7.75, 11.5, 0.0, 0.0, 0.0, 0.0]","['00011111', '00101110', '', '', '', '']"
2025-11-02T12:01:22.722228+00:00,"[164, 168, 0, 0, 0, 0]","[23, 40, 0, 0, 0, 0]","[7.5, 11.25, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101101', '', '', '', '']"
2025-11-02T12:01:22.867993+00:00,"[164, 168, 0, 0, 0, 0]","[22, 39, 0, 0, 0, 0]","[7.5, 11.25, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101101', '', '', '', '']"
2025-11-02T12:01:22.965496+00:00,"[164, 168, 0, 0, 0, 0]","[21, 38, 0, 0, 0, 0]","[7.5, 11.25, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101101', '', '', '', '']"
2025-11-02T12:01:23.111752+00:00,"[164, 168, 0, 0, 0, 0]","[20, 36, 0, 0, 0, 0]","[7.5, 11.25, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101101', '', '', '', '']"
2025-11-02T12:01:23.258037+00:00,"[164, 168, 0, 0, 0, 0]","[19, 35, 0, 0, 0, 0]","[7.5, 11.25, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101101', '', '', '', '']"
2025-11-02T12:01:23.355516+00:00,"[164, 168, 0, 0, 0, 0]","[18, 33, 0, 0, 0, 0]","[7.5, 11.25, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101101', '', '', '', '']"
2025-11-02T12:01:23.501773+00:00,"[164, 168, 0, 0, 0, 0]","[18, 32, 0, 0, 0, 0]","[7.5, 11.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101100', '', '', '', '']"
2025-11-02T12:01:23.599266+00:00,"[164, 168, 0, 0, 0, 0]","[17, 31, 0, 0, 0, 0]","[7.5, 11.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101100', '', '', '', '']"
2025-11-02T12:01:23.794263+00:00,"[164, 168, 0, 0, 0, 0]","[16, 29, 0, 0, 0, 0]","[7.5, 11.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101100', '', '', '', '']"
2025-11-02T12:01:23.891757+00:00,"[164, 168, 0, 0, 0, 0]","[15, 28, 0, 0, 0, 0]","[7.5, 10.75, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101011', '', '', '', '']"
2025-11-02T12:01:23.989257+00:00,"[164, 168, 0, 0, 0, 0]","[14, 27, 0, 0, 0, 0]","[7.5, 10.75, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101011', '', '', '', '']"
2025-11-02T12:01:24.135470+00:00,"[164, 168, 0, 0, 0, 0]","[13, 25, 0, 0, 0, 0]","[7.5, 10.75, 0.0, 0.0, 0.0, 0.0]","['00011110', '00101011', '', '', '', '']"
2025-11-02T12:01:24.233032+00:00,"[164, 168, 184, 0, 0, 0]","[12, 24, 122, 0, 0, 0]","[7.5, 10.75, 11.75, 0.0, 0.0, 0.0]","['00011110', '00101011', '00101111', '', '', '']"
2025-11-02T12:01:24.379250+00:00,"[164, 168, 184, 0, 0, 0]","[11, 23, 120, 0, 0, 0]","[7.5, 10.75, 11.75, 0.0, 0.0, 0.0]","['00011110', '00101011', '00101111', '', '', '']"
2025-11-02T12:01:24.476835+00:00,"[164, 168, 184, 0, 0, 0]","[10, 22, 119, 0, 0, 0]","[7.5, 10.75, 11.75, 0.0, 0.0, 0.0]","['00011110', '00101011', '00101111', '', '', '']"
2025-11-02T12:01:24.623105+00:00,"[164, 168, 184, 0, 0, 0]","[9, 20, 117, 0, 0, 0]","[7.5, 10.75, 12.0, 0.0, 0.0, 0.0]","['00011110', '00101011', '00110000', '', '', '']"
2025-11-02T12:01:24.721087+00:00,"[168, 184, 0, 0, 0, 0]","[19, 116, 0, 0, 0, 0]","[10.75, 12.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '00110000', '', '', '', '']"
2025-11-02T12:01:24.866853+00:00,"[168, 184, 0, 0, 0, 0]","[18, 114, 0, 0, 0, 0]","[10.75, 12.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '00110000', '', '', '', '']"
2025-11-02T12:01:24.964326+00:00,"[168, 184, 0, 0, 0, 0]","[16, 113, 0, 0, 0, 0]","[10.75, 12.25, 0.0, 0.0, 0.0, 0.0]","['00101011', '00110001', '', '', '', '']"
2025-11-02T12:01:25.110572+00:00,"[168, 184, 0, 0, 0, 0]","[15, 112, 0, 0, 0, 0]","[10.75, 12.25, 0.0, 0.0, 0.0, 0.0]","['00101011', '00110001', '', '', '', '']"
2025-11-02T12:01:25.256854+00:00,"[168, 184, 0, 0, 0, 0]","[14, 110, 0, 0, 0, 0]","[10.75, 12.25, 0.0, 0.0, 0.0, 0.0]","['00101011', '00110001', '', '', '', '']"
2025-11-02T12:01:25.354282+00:00,"[184, 0, 0, 0, 0, 0]","[108, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-11-02T12:01:25.500524+00:00,"[184, 0, 0, 0, 0, 0]","[107, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-11-02T12:01:25.598020+00:00,"[184, 0, 0, 0, 0, 0]","[105, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-11-02T12:01:25.793036+00:00,"[184, 0, 0, 0, 0, 0]","[104, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-11-02T12:01:25.890526+00:00,"[184, 0, 0, 0, 0, 0]","[102, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-11-02T12:01:25.988023+00:00,"[184, 0, 0, 0, 0, 0]","[101, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-11-02T12:01:26.134271+00:00,"[184, 0, 0, 0, 0, 0]","[99, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-11-02T12:01:26.231806+00:00,"[184, 0, 0, 0, 0, 0]","[98, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-11-02T12:01:26.378039+00:00,"[184, 0, 0, 0, 0, 0]","[96, 0, 0, 0, 0, 0]","[12.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110001', '', '', '', '', '']"
2025-11-02T12:08:07.984765+00:00,"[176, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0]","[9.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100101', '', '', '', '', '']"
2025-11-02T12:08:08.130993+00:00,"[176, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0]","[9.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100100', '', '', '', '', '']"
2025-11-02T12:08:08.228522+00:00,"[176, 0, 0, 0, 0, 0]","[29, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:08.374763+00:00,"[176, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:08.472241+00:00,"[176, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:08.618546+00:00,"[176, 0, 0, 0, 0, 0]","[25, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:08.716542+00:00,"[176, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:08.862299+00:00,"[176, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:09.008555+00:00,"[176, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:09.106052+00:00,"[176, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:09.252327+00:00,"[176, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:09.349814+00:00,"[176, 0, 0, 0, 0, 0]","[19, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:09.496061+00:00,"[176, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:09.593558+00:00,"[176, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:09.788547+00:00,"[176, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:09.886063+00:00,"[176, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-11-02T12:08:13.883582+00:00,"[180, 0, 0, 0, 0, 0]","[99, 0, 0, 0, 0, 0]","[10.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101000', '', '', '', '', '']"
2025-11-02T12:08:13.981088+00:00,"[180, 0, 0, 0, 0, 0]","[98, 0, 0, 0, 0, 0]","[10.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101000', '', '', '', '', '']"
2025-11-02T12:08:14.127347+00:00,"[180, 0, 0, 0, 0, 0]","[97, 0, 0, 0, 0, 0]","[10.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101000', '', '', '', '', '']"
2025-11-02T12:08:14.224989+00:00,"[180, 0, 0, 0, 0, 0]","[95, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:14.371242+00:00,"[180, 0, 0, 0, 0, 0]","[95, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:14.468623+00:00,"[180, 0, 0, 0, 0, 0]","[93, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:14.614962+00:00,"[180, 0, 0, 0, 0, 0]","[92, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:14.809855+00:00,"[180, 0, 0, 0, 0, 0]","[91, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:14.907351+00:00,"[180, 0, 0, 0, 0, 0]","[90, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:15.004888+00:00,"[180, 0, 0, 0, 0, 0]","[89, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:15.102345+00:00,"[180, 0, 0, 0, 0, 0]","[88, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:15.248721+00:00,"[180, 0, 0, 0, 0, 0]","[86, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:15.346209+00:00,"[180, 0, 0, 0, 0, 0]","[85, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:15.492359+00:00,"[180, 0, 0, 0, 0, 0]","[84, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:15.589955+00:00,"[180, 0, 0, 0, 0, 0]","[83, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:15.784933+00:00,"[180, 0, 0, 0, 0, 0]","[82, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:15.882448+00:00,"[180, 0, 0, 0, 0, 0]","[80, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:15.979960+00:00,"[180, 0, 0, 0, 0, 0]","[79, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:16.126120+00:00,"[180, 0, 0, 0, 0, 0]","[78, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-11-02T12:08:16.223606+00:00,"[180, 0, 0, 0, 0, 0]","[77, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
